,date,Seizures,Sleeping Pills,Chocolate,Mood Swings,Anxiety,Depression,Sad songs,Lonely,Heartbreak,Sun_alt,Sun_az,Sun_dist,Moon_alt,Moon_az,Moon illum,Moon_dist,Mercury_alt,Mercury_az,Mercury_dist,Mercury_illum,Venus_alt,Venus_az,Venus_dist,Venus_illum,Mars_alt,Mars_az,Mars_dist,Mars_illum,Jupiter_alt,Jupiter_az,Jupiter_dist,Jupiter_illum,Saturn_alt,Saturn_az,Saturn_dist,Saturn_illum,Uranus_alt,Uranus_az,Uranus_dist,Uranus_illum,Neptune_alt,Neptune_az,Neptune_dist,Neptune_illum
0,2020-08-01,38,0,73,0,37,50,0,37,0,0.8130215406417847,5.541599273681641,1.014924168586731,-1.219226598739624,3.0006015300750732,92.21271514892578,0.0025839703157544136,1.0581756830215454,5.843262672424316,1.0963151454925537,69.61125946044922,1.3073596954345703,0.09324473887681961,0.6133792400360107,43.010528564453125,0.33802902698516846,1.2374029159545898,0.6419841647148132,86.37379455566406,-1.0845860242843628,2.7456374168395996,4.179741859436035,99.89607238769531,-0.9813075661659241,2.603882074356079,9.012431144714355,99.9899673461914,0.6836309432983398,0.8870930671691895,19.79047966003418,99.93424987792969,-0.13513900339603424,1.6997063159942627,29.160179138183594,99.98744201660156
1,2020-08-02,100,0,100,100,97,22,94,99,100,0.8142119646072388,5.541903495788574,1.0147929191589355,-1.0872960090637207,2.76680588722229,96.93673706054688,0.002603698754683137,1.046851396560669,5.828397750854492,1.1201534271240234,73.02799987792969,1.305466651916504,0.09477543830871582,0.6211954951286316,43.64015579223633,0.32832619547843933,1.247363805770874,0.6367136836051941,86.48948669433594,-1.0989567041397095,2.7649664878845215,4.184687614440918,99.88458251953125,-0.9970062971115112,2.622387647628784,9.015809059143066,99.98810577392578,0.6672475934028625,0.9040963053703308,19.77360725402832,99.93423461914062,-0.15279248356819153,1.7172116041183472,29.14925193786621,99.98793029785156
2,2020-08-03,0,0,51,0,43,59,84,59,45,0.8154416084289551,5.542252540588379,1.0146586894989014,-0.9179046154022217,2.5398402214050293,99.45437622070312,0.0026235138066112995,1.0348447561264038,5.812495708465576,1.1433625221252441,76.34243774414062,1.3036950826644897,0.09609134495258331,0.6290213465690613,44.26172637939453,0.3185080289840698,1.2574390172958374,0.6314719915390015,86.60900115966797,-1.112997055053711,2.784266233444214,4.189907073974609,99.87259674072266,-1.0125640630722046,2.640885353088379,9.019477844238281,99.98609924316406,0.6508445739746094,0.9211134910583496,19.75673484802246,99.93424987792969,-0.17020268738269806,1.7347230911254883,29.1385440826416,99.98841857910156
3,2020-08-04,91,50,50,0,44,60,0,60,0,0.8167089223861694,5.542645454406738,1.014521598815918,-0.7363946437835693,2.323594093322754,99.77226257324219,0.0026428818237036467,1.0222127437591553,5.795677185058594,1.1658090353012085,79.51985168457031,1.3020493984222412,0.09719876945018768,0.6368551254272461,44.87541580200195,0.3085719347000122,1.2676315307617188,0.6262593269348145,86.73238372802734,-1.1266785860061646,2.803534984588623,4.19539737701416,99.86012268066406,-1.0279690027236938,2.659374475479126,9.02343463897705,99.98394012451172,0.6344224214553833,0.9381445050239563,19.739864349365234,99.9343032836914,-0.1876203715801239,1.752240538597107,29.128061294555664,99.98889923095703
4,2020-08-05,0,0,48,0,59,100,0,45,0,0.8180122971534729,5.543081760406494,1.0143816471099854,-0.551624596118927,2.119706392288208,98.00566864013672,0.0026609529741108418,1.0090171098709106,5.778072834014893,1.187366008758545,82.52662658691406,1.3005329370498657,0.09810400754213333,0.6446952223777771,45.48140335083008,0.2985151410102844,1.2779446840286255,0.6210759878158569,86.85969543457031,-1.139970302581787,2.8227713108062744,4.201157093048096,99.8471908569336,-1.043208122253418,2.677854537963867,9.027679443359375,99.98164367675781,0.6179816126823425,0.9551895260810852,19.722999572753906,99.93439483642578,-0.20504537224769592,1.7697640657424927,29.11780548095703,99.98937225341797
5,2020-08-06,30,100,50,0,73,40,0,75,45,0.8193499445915222,5.5435614585876465,1.0142388343811035,-0.3670188784599304,1.927636981010437,94.3508071899414,0.0026765966322273016,0.995323896408081,5.759817123413086,1.207916498184204,85.33192443847656,1.2991489171981812,0.09881327301263809,0.6525401473045349,46.07986831665039,0.2883348762989044,1.2883820533752441,0.6159223318099976,86.99098205566406,-1.152838110923767,2.8419742584228516,4.207182884216309,99.83380889892578,-1.0582666397094727,2.6963248252868652,9.032210350036621,99.97920989990234,0.60152268409729,0.9722484946250916,19.706146240234375,99.93452453613281,-0.22247754037380219,1.7872933149337769,29.10778045654297,99.9898452758789
6,2020-08-07,0,56,51,0,33,45,0,34,51,0.8207201957702637,5.544084072113037,1.014093041419983,-0.18392722308635712,1.7452635765075684,89.05366516113281,0.0026885024271905422,0.981203019618988,5.741049766540527,1.2273571491241455,87.90929412841797,1.2979000806808472,0.09933274984359741,0.6603883504867554,46.67098617553711,0.27802813053131104,1.2989470958709717,0.6107988357543945,87.12630462646484,-1.165245532989502,2.86114239692688,4.213473320007324,99.82001495361328,-1.0731289386749268,2.714784860610962,9.037025451660156,99.97663879394531,0.5850459933280945,0.9893214702606201,19.68931007385254,99.93468475341797,-0.23991671204566956,1.804828405380249,29.097986221313477,99.99031829833984
7,2020-08-08,38,0,65,0,55,75,0,56,0,0.8221213817596436,5.54464864730835,1.013944149017334,0.005882500670850277,1.5695254802703857,82.38188171386719,0.002695324830710888,0.966727077960968,5.721909046173096,1.2456005811691284,90.23802185058594,1.2967886924743652,0.09966857731342316,0.6682383418083191,47.25493621826172,0.26758942008018494,1.3096433877944946,0.6057060360908508,87.26570892333984,-1.1771531105041504,2.8802740573883057,4.220025539398193,99.80581665039062,-1.0877773761749268,2.73323392868042,9.04212474822998,99.97393035888672,0.5685520172119141,1.0064085721969604,19.67249298095703,99.93488311767578,-0.2573627233505249,1.82236909866333,29.088430404663086,99.99078369140625
8,2020-08-09,34,0,46,0,66,34,0,100,0,0.8235516548156738,5.545254230499268,1.0137919187545776,0.17818111181259155,1.3968825340270996,74.60485076904297,0.0026958477683365345,0.9519697427749634,5.702531337738037,1.2625774145126343,92.30398559570312,1.2958167791366577,0.09982684254646301,0.6760888695716858,47.8318977355957,0.2570093870162964,1.3204749822616577,0.6006446480751038,87.40924072265625,-1.1885186433792114,2.8993685245513916,4.226837158203125,99.79124450683594,-1.1021926403045654,2.751671314239502,9.047505378723145,99.97109985351562,0.5520412921905518,1.0235096216201782,19.65570068359375,99.93511962890625,-0.2748154103755951,1.8399152755737305,29.07911491394043,99.99124145507812
9,2020-08-10,30,0,54,90,95,90,85,45,0,0.825009286403656,5.545901298522949,1.0136364698410034,0.3554697036743164,1.223577857017517,65.98406219482422,0.0026891496963799,0.9370042681694031,5.683045387268066,1.2782377004623413,94.10010528564453,1.2949858903884888,0.09981358796358109,0.6839384436607361,48.40203857421875,0.24629773199558258,1.3314454555511475,0.5956152677536011,87.55695343017578,-1.1992970705032349,2.918423891067505,4.233905792236328,99.77632141113281,-1.116353154182434,2.77009654045105,9.053167343139648,99.9681396484375,0.5355141162872314,1.040624737739563,19.638938903808594,99.93539428710938,-0.2922745943069458,1.8574668169021606,29.070039749145508,99.99169158935547
10,2020-08-11,27,0,41,0,13,54,0,0,41,0.8264924883842468,5.546588897705078,1.0134773254394531,0.5320992469787598,1.0457946062088013,56.7740478515625,0.0026747537776827812,0.9219018220901489,5.663572311401367,1.2925505638122559,95.6261978149414,1.294297456741333,0.09963478893041611,0.6917858123779297,48.965538024902344,0.2354510873556137,1.3425588607788086,0.5906187891960144,87.70889282226562,-1.2094411849975586,2.937439441680908,4.2412285804748535,99.76107025146484,-1.1302355527877808,2.788508653640747,9.059106826782227,99.96505737304688,0.5189709663391113,1.0577540397644043,19.622209548950195,99.93569946289062,-0.3097401261329651,1.875023603439331,29.06121253967285,99.99213409423828
11,2020-08-12,0,0,57,88,36,19,0,29,0,0.8279992938041687,5.54731559753418,1.0133146047592163,0.7074923515319824,0.8598293662071228,47.232154846191406,0.0026527545414865017,0.9067301750183105,5.644222259521484,1.3055036067962646,96.88836669921875,1.2937525510787964,0.09929639846086502,0.6996297836303711,49.52256393432617,0.22446227073669434,1.3538193702697754,0.5856560468673706,87.86510467529297,-1.2189017534255981,2.956413745880127,4.248802661895752,99.7455062866211,-1.1438136100769043,2.8069076538085938,9.065323829650879,99.96186065673828,0.5024122595787048,1.0748975276947021,19.605518341064453,99.93604278564453,-0.32721182703971863,1.8925855159759521,29.052631378173828,99.99256896972656
12,2020-08-13,0,0,61,87,64,19,82,57,87,0.8295279741287231,5.548081874847412,1.0131478309631348,0.8797355890274048,0.6624112725257874,37.634891510009766,0.0026239072903990746,0.8915522694587708,5.625092506408691,1.3171013593673706,97.8980712890625,1.2933521270751953,0.09880433976650238,0.7074691653251648,50.073280334472656,0.21332824230194092,1.365230917930603,0.5807281136512756,88.0256118774414,-1.2276281118392944,2.9753453731536865,4.256625652313232,99.72966003417969,-1.1570587158203125,2.8252923488616943,9.071816444396973,99.95854949951172,0.485838383436203,1.0920552015304565,19.588871002197266,99.9364242553711,-0.3446895182132721,1.910152554512024,29.044301986694336,99.99299621582031
13,2020-08-14,0,0,56,97,78,43,0,80,48,0.8310765624046326,5.548886775970459,1.0129770040512085,1.0425372123718262,0.45127955079078674,28.297069549560547,0.002589671639725566,0.8764253854751587,5.606266975402832,1.3273632526397705,98.67095184326172,1.2930970191955566,0.09816449880599976,0.7153027653694153,50.617855072021484,0.20204608142375946,1.3767977952957153,0.5758360028266907,88.19046783447266,-1.2355692386627197,2.9942333698272705,4.2646942138671875,99.71355438232422,-1.1699391603469849,2.8436622619628906,9.078582763671875,99.95513153076172,0.46924981474876404,1.1092270612716675,19.5722713470459,99.93683624267578,-0.36217302083969116,1.9277243614196777,29.03622817993164,99.99342346191406
14,2020-08-15,0,0,61,0,43,58,0,17,53,0.8326432704925537,5.549729824066162,1.0128017663955688,1.1766588687896729,0.2260020226240158,19.588665008544922,0.0025521893985569477,0.8614004850387573,5.5878167152404785,1.336321234703064,99.22561645507812,1.292987585067749,0.09738273918628693,0.7231295704841614,51.15645217895508,0.1906130611896515,1.388524055480957,0.5709810256958008,88.35968017578125,-1.2426751852035522,3.0130765438079834,4.273005485534668,99.69721984863281,-1.182420253753662,2.8620169162750244,9.08561897277832,99.95161437988281,0.452646940946579,1.126413106918335,19.55572509765625,99.93728637695312,-0.3796621859073639,1.9453009366989136,29.028411865234375,99.99382781982422
15,2020-08-16,63,0,76,0,100,63,0,16,95,0.8342262506484985,5.550610065460205,1.0126219987869263,1.233144760131836,6.271911144256592,11.941715240478516,0.0025141723453998566,0.8465220332145691,5.569799423217773,1.3440173864364624,99.58240509033203,1.2930241823196411,0.09646491706371307,0.7309486269950867,51.689231872558594,0.1790267825126648,1.4004141092300415,0.5661643743515015,88.53327941894531,-1.2488974332809448,3.031873941421509,4.281556606292725,99.68067169189453,-1.1944639682769775,2.8803555965423584,9.092925071716309,99.947998046875,0.43603020906448364,1.143613338470459,19.539236068725586,99.9377670288086,-0.39715680480003357,1.962882161140442,29.020856857299805,99.99423217773438
16,2020-08-17,0,48,67,0,42,29,0,43,43,0.835823655128479,5.55152702331543,1.0124374628067017,1.1658703088760376,6.027395248413086,5.837731838226318,0.002478680806234479,0.8318279981613159,5.5522613525390625,1.3505010604858398,99.76239013671875,1.2932071685791016,0.0954168289899826,0.7387589812278748,52.216346740722656,0.16728533804416656,1.4124720096588135,0.5613875389099121,88.71126556396484,-1.2541916370391846,3.050623893737793,4.290343761444092,99.66394805908203,-1.2060288190841675,2.8986775875091553,9.10049819946289,99.94429016113281,0.419400155544281,1.160827875137329,19.522809982299805,99.93828582763672,-0.41465672850608826,1.9804677963256836,29.01356315612793,99.99462127685547
17,2020-08-18,57,94,45,0,62,47,0,14,0,0.8374336957931519,5.552480697631836,1.0122480392456055,1.0102126598358154,5.781810760498047,1.766938328742981,0.0024487865157425404,0.817349910736084,5.53523588180542,1.3558268547058105,99.78646850585938,1.29353666305542,0.09424422681331635,0.7465599179267883,52.73795700073242,0.15538740158081055,1.4247018098831177,0.5566520094871521,88.89364624023438,-1.2585184574127197,3.069326162338257,4.299363613128662,99.64705657958984,-1.2170701026916504,2.916982412338257,9.108335494995117,99.94049072265625,0.4027572572231293,1.1780567169189453,19.506452560424805,99.93883514404297,-0.43216171860694885,1.9980577230453491,29.00653648376465,99.99500274658203
18,2020-08-19,28,0,72,84,20,56,79,55,0,0.8390544652938843,5.553470134735107,1.0120536088943481,0.8142194747924805,5.54068660736084,0.15781086683273315,0.0024271539878100157,0.8031134605407715,5.518747806549072,1.3600528240203857,99.67472839355469,1.2940126657485962,0.09295276552438736,0.7543507218360901,53.25420379638672,0.14333263039588928,1.4371074438095093,0.5519593954086304,89.08040618896484,-1.261845350265503,3.0879788398742676,4.30861234664917,99.63003540039062,-1.2275396585464478,2.935269594192505,9.116434097290039,99.93661499023438,0.3861020803451538,1.195299744606018,19.49016761779785,99.93942260742188,-0.4496716856956482,2.0156517028808594,28.999778747558594,99.99537658691406
19,2020-08-20,29,0,47,86,91,86,0,28,0,0.8406842947006226,5.554494857788086,1.0118540525436401,0.5998556613922119,5.307199001312256,1.289574384689331,0.002415623050183058,0.7891390323638916,5.50281286239624,1.363237977027893,99.44596099853516,1.2946350574493408,0.09154798835515976,0.762130856513977,53.76523208618164,0.13112184405326843,1.4496928453445435,0.5473113059997559,89.27151489257812,-1.264148473739624,3.106581687927246,4.318086624145508,99.61290740966797,-1.2373861074447632,2.953538417816162,9.124792098999023,99.93266296386719,0.36943525075912476,1.212557077407837,19.473962783813477,99.9400405883789,-0.4671863615512848,2.033249855041504,28.9932918548584,99.99573516845703
20,2020-08-21,0,0,55,0,70,42,0,47,0,0.8423213362693787,5.5555548667907715,1.0116496086120605,0.3771171271800995,5.081679344177246,5.21546745300293,0.002414903836324811,0.7754420042037964,5.487439155578613,1.3654416799545288,99.11735534667969,1.2954039573669434,0.09003526717424393,0.7698997259140015,54.27117156982422,0.11875761300325394,1.4624614715576172,0.5427094101905823,89.46692657470703,-1.2654134035110474,3.1251332759857178,4.327782154083252,99.59569549560547,-1.2465554475784302,2.971788167953491,9.133404731750488,99.92863464355469,0.3527574837207794,1.2298283576965332,19.457839965820312,99.94068908691406,-0.4847055971622467,2.050851821899414,28.987077713012695,99.99607849121094
21,2020-08-22,35,58,82,0,34,46,0,35,0,0.843963623046875,5.5566487312316895,1.011440396308899,0.15226750075817108,4.862191677093506,11.728601455688477,0.002424495527520776,0.7620335221290588,5.472628593444824,1.3667219877243042,98.70438385009766,1.2963190078735352,0.08841980993747711,0.7776570320129395,54.77214431762695,0.10624481737613678,1.4754170179367065,0.5381553173065186,89.6666030883789,-1.2656360864639282,3.1436331272125244,4.3376946449279785,99.57842254638672,-1.2549917697906494,2.990018606185913,9.142271041870117,99.92454528808594,0.3360695540904999,1.2471139430999756,19.44180679321289,99.94136810302734,-0.5022291541099548,2.0684573650360107,28.981138229370117,99.99641418457031
22,2020-08-23,30,0,89,91,66,60,0,75,0,0.8456093072891235,5.557775974273682,1.0112266540527344,-0.048458896577358246,4.64553165435791,20.387060165405273,0.0024428574834018946,0.7489211559295654,5.458377361297607,1.3671350479125977,98.2207260131836,1.297379970550537,0.08670661598443985,0.7854023575782776,55.26826858520508,0.09359174966812134,1.488562822341919,0.5336506962776184,89.8704605102539,-1.26482355594635,3.1620800495147705,4.347820281982422,99.56111907958984,-1.262637972831726,3.0082287788391113,9.151385307312012,99.92039489746094,0.319372296333313,1.2644133567810059,19.425867080688477,99.94207763671875,-0.5197568535804749,2.086066722869873,28.975479125976562,99.99673461914062
23,2020-08-24,27,0,67,0,53,45,77,94,41,0.8472563028335571,5.55893611907959,1.011008620262146,-0.2952187657356262,4.42820405960083,30.587881088256836,0.0024677778128534555,0.7361091375350952,5.444678783416748,1.3667341470718384,97.67829895019531,1.2985867261886597,0.08490050584077835,0.7931354641914368,55.759647369384766,0.08081161975860596,1.5019021034240723,0.5291970372200012,90.07842254638672,-1.2629930973052979,3.1804733276367188,4.358154296875,99.5438003540039,-1.2694374322891235,3.026418685913086,9.160745620727539,99.91619110107422,0.3026667535305023,1.2817268371582031,19.410024642944336,99.94281768798828,-0.5372885465621948,2.1036791801452637,28.970096588134766,99.99703979492188
24,2020-08-25,28,0,49,85,27,65,0,69,42,0.8489024043083191,5.560128688812256,1.0107866525650024,-0.5100321173667908,4.207278251647949,41.6596565246582,0.0024968148209154606,0.7235991954803467,5.431521415710449,1.3655699491500854,97.0873794555664,1.2999387979507446,0.0830061137676239,0.8008559942245483,56.24637222290039,0.0679258182644844,1.5154380798339844,0.5247958898544312,90.29039764404297,-1.2601717710494995,3.198812246322632,4.368692874908447,99.52649688720703,-1.2753350734710693,3.0445873737335205,9.170347213745117,99.91193389892578,0.2859540581703186,1.2990541458129883,19.394287109375,99.94358825683594,-0.5548239946365356,2.1212947368621826,28.964996337890625,99.9973373413086
25,2020-08-26,29,48,61,87,42,38,0,57,0,0.8505454659461975,5.561351776123047,1.0105613470077515,-0.7164331674575806,3.9811649322509766,52.94318771362305,0.0025276888627558947,0.7113908529281616,5.4188923835754395,1.3636893033981323,96.45669555664062,1.3014357089996338,0.08102791756391525,0.8085636496543884,56.72853088378906,0.05496570095419884,1.5291742086410522,0.5204487442970276,90.50629425048828,-1.2563954591751099,3.2170963287353516,4.379431247711182,99.50923156738281,-1.2802797555923462,3.062734365463257,9.180187225341797,99.90763854980469,0.2692345082759857,1.3163954019546509,19.3786563873291,99.94438171386719,-0.5723629593849182,2.138913631439209,28.96017837524414,99.99761962890625
